20,0.000012
21,0.000821
22,0.000875
23,0.004912
24,0.002625
25,0.005171
26,0.085134
27,0.002024
28,0.166518
29,0.027991
30,0.035361
31,0.078569
32,0.486576
33,0.031791
34,0.1346
35,0.76589
36,3.316518
37,0.286206
38,0.396869
39,0.150927
40,157.835046
41,20.585212
42,0.265772
43,0.359824
44,5.470508
45,0.583489
46,1.091531
47,0.329659
48,39.154258
49,1.515405
50,0.527858
51,1.134828
52,204.804046
53,2.215609
54,5.625745
55,0.760973
56,3.896152
57,2.945336
58,1.427592
59,1.004101
60,33.395622
61,0.635691
62,1.117841
63,1.21209
64,12.128834
65,4.466478
66,5.243582
67,2.54419
68,2.108422
69,1.183981
70,1.198061
71,8.549977
72,5.615812
73,0.996753
74,1.216917
75,1.674586
76,6.321455
77,2.094537
78,1.763083
79,4.514143
80,7.839175
81,2.465039
82,1.711384
83,10.958078
84,3.080455
85,2.830759
86,4.967105
87,1.87693
88,3.022497
89,1.683698
90,3.524958
91,2.146161
92,1.65893
93,4.040834
94,2.108687
95,1.353531
96,1.573188
97,2.334195
98,2.113137
99,1.298265
100,1.620088
101,2.784977
102,1.391587
103,4.433996
104,2.700706
105,4.239928
106,1.083135
107,1.375511
108,1.76661
109,1.682711
110,1.028968
111,1.328546
112,1.286864
113,2.64213
114,1.04855
115,1.364722
116,1.488
117,0.84453
118,0.953451
119,1.057063
120,2.154004
121,3.177919
122,1.266296
123,0.742638
124,1.535703
125,2.678383
126,2.812765
127,1.308425
128,3.247558
129,2.126958
130,2.753392
131,1.787086
132,3.61615
133,1.130174
134,1.432639
135,1.027623
136,3.245619
137,1.766529
138,0.985089
139,0.98078
140,9.189576
141,0.996466
142,1.28253
143,2.604787
144,1.156123
145,1.277395
146,1.37505
147,1.002392
148,1.218102
149,1.424783
150,1.086048
151,1.160737
152,1.904302
153,0.885874
154,0.746749
155,0.681416
156,0.936434
157,1.152366
158,1.025847
159,0.78818
160,2.685416
161,0.729134
162,0.595458
163,2.606774
164,1.028422
165,0.572205
166,0.646824
167,0.483317
168,1.319237
169,0.700895
170,0.904893
171,1.378801
172,0.943537
173,0.844465
174,0.965449
175,1.307209
176,0.693163
177,4.370884
178,1.774473
179,0.39334
180,2.511816
181,0.49988
182,0.415643
183,0.348809
184,1.049823
185,0.702255
186,0.390072
187,0.479673
188,0.594596
189,1.044004
190,0.520293
191,0.421067
192,0.695222
193,1.297874
194,0.701844
195,0.436044
196,0.687216
197,1.119613
198,0.540885
199,0.428111
200,7.040605
201,0.442788
202,0.493422
203,0.456908
204,0.726377
205,0.622717
206,0.577172
207,0.378268
208,0.798185
209,0.469849
210,0.492526
211,0.508818
212,0.660842
213,1.679679
214,0.52007
215,0.452915
216,0.682918
217,0.667936
218,1.693701
219,0.493044
220,0.627028
221,0.771046
222,0.645159
223,0.500188
224,0.695352
225,0.636917
226,0.621366
227,0.569977
228,0.645237
229,11.754059
230,0.53625
231,0.429484
232,0.936292
233,0.85075
234,0.769945
235,0.428459
236,0.782553
237,0.892571
238,2.70711
239,0.931068
240,0.737855
241,0.421353
242,0.60737
243,1.354506
244,0.418335
245,0.582204
246,0.381445
247,0.295409
248,0.791191
249,0.493119
250,0.370947
251,0.306731
252,0.819761
253,0.472977
254,0.368141
255,0.284561
256,0.365231
257,0.308231
258,0.318592
259,0.234875
260,0.348922
261,0.318814
262,0.276122
263,0.246945
264,0.425225
265,0.41301
266,0.270103
267,0.394218
268,0.476556
269,0.385362
270,0.303809
271,0.393298
272,0.962292
273,0.273268
274,0.29277
275,0.291453
276,0.32189
277,0.419648
278,0.445913
279,0.240072
280,0.898955
281,0.475262
282,0.398692
283,0.234272
284,0.537306
285,0.422269
286,0.924372
287,0.263793
288,0.336624
289,0.39546
290,0.383007
291,0.234321
292,0.297513
293,0.3187
294,0.774162
295,0.345338
296,0.744238
297,0.577774
298,1.035348
299,0.284032
300,0.410816
301,0.436856
302,0.316562
303,0.268493
304,0.521917
305,0.990248
306,0.363996
307,0.314765
308,1.004766
309,0.577959
310,1.213189
311,0.367738
312,0.425497
313,0.475432
314,0.55209
315,0.355205
316,0.425404
317,0.872288
318,0.395781
319,0.280527
320,0.284644
321,0.305004
322,0.361142
323,0.243683
324,0.7153
325,0.315658
326,0.879204
327,0.491845
328,0.39589
329,0.462241
330,0.478017
331,0.321459
332,0.328466
333,0.540086
334,0.391182
335,0.32129
336,0.61782
337,0.373845
338,0.460786
339,0.385591
340,0.414585
341,0.331962
342,0.400833
343,0.413307
344,0.456083
345,0.739573
346,0.521864
347,0.684445
348,0.631171
349,0.709872
350,0.670098
351,0.553381
352,0.740114
353,0.525038
354,0.538744
355,0.538057
356,0.566893
357,0.525047
358,0.557167
359,0.509094
360,0.579414
361,0.625983
362,0.563031
363,0.470727
364,0.500093
365,0.649535
366,0.606051
367,0.433567
368,0.520795
369,0.469787
370,0.605402
371,0.422899
372,0.438274
373,0.42846
374,0.419838
375,0.40336
376,0.451412
377,0.836927
378,0.92439
379,0.384827
380,0.474207
381,0.585004
382,0.44978
383,0.335412
384,0.362226
385,0.357322
386,0.36664
387,0.331166
388,0.345097
389,0.334692
390,0.364311
391,0.33636
392,0.373114
393,0.440201
394,0.42561
395,0.327043
396,0.597109
397,0.505209
398,0.805342
399,0.310384
400,0.297526
401,0.306007
402,0.261243
403,0.411793
404,0.294977
405,0.291365
406,0.26556
407,0.229898
408,0.397044
409,0.276934
410,0.299473
411,0.218394
412,0.229793
413,0.294138
414,0.269866
415,0.379181
416,0.440552
417,0.320012
418,0.222357
419,0.195813
420,0.211578
421,0.198336
422,0.268739
423,0.247303
424,0.235929
425,0.26756
426,0.202146
427,0.19649
428,0.252317
429,0.331196
430,0.249252
431,0.179801
432,0.195335
433,0.207368
434,0.203703
435,0.189647
436,0.215251
437,0.187958
438,0.21872
439,0.172637
440,0.210181
441,0.265027
442,0.247234
443,0.238587
444,0.229691
445,0.218979
446,0.177271
447,0.239367
448,0.189577
449,0.147872
450,0.158969
451,0.172447
452,0.229015
453,0.154747
454,0.161874
455,0.154702
456,0.178325
457,0.316558
458,0.20413
459,0.150213
460,0.172494
461,0.267035
462,0.812755
463,0.1677
464,0.427009
