100,2913.3,2968.3,2907.8,272.7,272.8,272.4
300,6485.9,5835.6,5506.7,632.3,632.4,632.3
500,9389.1,5998.2,5443.9,968.2,968.2,968.2
700,9558.6,6140.8,5500.3,1335.8,1273.2,1273.2
900,9648.7,6297.1,5758.1,1663.4,1366.4,1124.4
1100,9706.6,6085.9,5758.1,1984.1,1476.1,1163.4
1300,9749,6117.2,5547,2233.7,1741.7,1382.3
1500,9779.2,6195.2,5609.7,2624.9,1773,1452.5
