0,9793.1,9780.8,9692.4,2797.4,2617.2,1921.5
1200,6157,5875.3,5719.2,1781.7,1554,1108.9
2400,6219.1,5827.8,5898.9,1766,1726.2,1194.4
3600,6149.2,6030.8,5633.4,1703.5,1710.4,1249.2
4800,6422.7,5867.3,5687.9,1687.8,1632.3,1163.6
6000,6406,6000.1,5688.4,1859.8,1624.6,1233.8
7200,5969.6,6023,5962,1758.4,1616.9,1187
8400,5977.9,5835.4,5555.4,1789.5,1499.5,1233.8
9600,6007.9,5804.3,5696.3,1789.5,1601.1,1147.9
10800,6031.8,5945.4,5406.8,1781.8,1663.5,1171.4
12000,5954,5538.9,4422.3,1570.7,1304.1,1124.4
